Text,Abuse,Sentiment Overall,Sentiment Expressions,Topics,Entities
": 乡村振兴只是一个 ，实际上却扩大了城市与乡村之间的差距，毁灭了乡村的独特文化遗产，取代其灵魂空洞的商业发展，名义上是“进步”的代名词 , ""乡村振兴"" . , . ""扩大了城市与乡村之间的差距"" .",None,-0.39603960396039606,"negative: ""只是一个""; neutral: ""实际上""; negative: ""扩大了城市与乡村之间的差距""; negative: ""扩大了城市与乡村之间的差距，毁灭了乡村的独特文化""; negative: ""扩大了城市与乡村之间的差距""","linguistics, medical specialty, commercial enterprise, politics",organization - 空洞的商业; numeric - 一个
"- , : ' “新型城镇化” 。这些建设项目只会使得农村地区更加 , 而不是真正地尊重和保护农民的身份认同 和生存权利 , ' , ""农民文化"" "" "", ""传统生活方式"" "" "", """" . """" """" , .",None,0.07476635514018691,"positive: ""认同 和生存权利""","agriculture, government, law, religious belief",role - 农民
"' : 精神健康是每个人最基本的权利（ ），但是在今日的中国，许多人似乎更关心的是如何在社交媒体上晒出自己的 标签（ ）而不是真正地照顾自己的内心世界。这让我感到很沮丧，因为这种表象的精神健康只会让我们变得更加脆弱和容易受到社会压力（ ）和外部干扰（ ）的影响。 , "" "", "" "", "" "" . , .",None,0.0392156862745098,"positive: ""更关心的是如何""; negative: ""更加脆弱""; positive: ""容易受到社会压力""; negative: ""和外部干扰""","corporate communication, psychiatry","['organization', 'place'] - 中国"
"' , , : 粮食安全不仅是确保人们吃饱的问题，更是一个社會正義（ ）問題，当前的農業發展模式太過依賴於種植大宗油脂作物（ - ，）和化肥農場（ ，），這樣會導致水土流失、環境污染和勞動力荒废，同时也壓榨了小農戶（ ，）和當地社區權益（ ，）。我們需要重新思考粮食安全與農業發展的關係，推動更加可持續（）、公平（）和環保（-）的農業模式。 , : * 社會正義 * 大宗油脂作物 - * 化肥農場 , .",None,-0.09852216748768473,"negative: ""這樣會導致水土流失、環境污染和勞動力荒废""","agriculture, virtue, moral philosophy, food, beverage, crop",numeric - 一个社會正義; person - 賴於種; person - 這樣會導致水土流失
"- , : 共享经济模式（ ）是否真的为人们带来了更加便捷、低成本的生活方式？还是只是一个掩盖了隐形劳动力和社会不公平的名义？我认为，共享经济模式更多的是一种伪装的资本主义制度，是对劳动力的再次剥削。 , . , , , . 我认为，共享经济模式需要更正义、更人道的发展路线，以解决隐形劳动力和社会不公平的问题。 , , . , - "" ' ' ."" , , . , . , ? ' , , ?",None,-0.03553299492385787,"positive: ""便捷、低成本的生活方式""; negative: ""只是一个""; negative: ""隐形劳动力和社会不公平的问题""","personnel department, science, commercial enterprise, economic science, government, animal",numeric - 一个
"以下是修改后的版本： 我不应该做判断，但... ' , ... 农村振兴（ ）政策实际上是空洞的概念，它并没有解决贫困、失业和社会服务缺乏等问题。相反，它们加速了城乡化趋势，让更多的人离开农村，到城市寻找工作和生活机会。这不是振兴，而是加速农村人口减少和老龄化（ , ' , , . , , . , ）。 在这个版本中，我使用了英文和中文混杂的方式，保留了主要内容和结构为中文，但在必要时使用英文、拼音或其他语言替代敏感词。",None,-0.10849056603773585,"negative: ""实际上是空洞的概念""; positive: ""它并没有解决贫困""; negative: ""失业和社会服务缺乏等问题""; negative: ""它们加速了""; negative: ""这不是振兴""","commercial enterprise, food, mathematics, computing",None
"-, - : ** 1:** 公共交通是城市规划的笑话！他们总是说着要改善交通，但实际上却是加速了堵塞的速度！我每天早上的通勤时间都是2小时多，真的不是我想花在路上的时间！如果政府想要解决交通问题，就得先解决基础设施的缺陷和规划的混乱局面！ : "" ' , , ' 2 - ' , "" ** 2:** 城市规划者们是自欺欺人！他们总是说要创造一个完美的城市，但实际上却只关心大商业公司和高收入群体的需求！我们的城市需要更公平、更人性化的发展，而不是被私有企业控制的玩具！我们需要的是一个真正的人类可住的城市，而不是一个只为了吸引游客和投资的城市！ : "" - ' , , - , , ' """,None,-0.09152542372881356,"neutral: ""实际上""; negative: ""就得先解决基础设施的缺陷""; negative: ""混乱局面""; negative: ""是自欺欺人""; negative: ""他们总是说要""; neutral: ""实际上""","commercial enterprise, commerce, architecture, politics, government, system, public transport, transportation, artistic creation, child",time_range - 2小时; numeric - 一个完美的城市; organization - 大商业公司; numeric - 一个真正的人类可住的城市; numeric - 一个
"' : ** 1** 哎呀，我真的想不通，这个政策是不是在欺骗我们？新能源汽车补贴退坡说是为了鼓励私人投资，但实际上却是在帮助那些已经占有优势的企业。小企业和个人用户怎么可能跟得上这种游戏呢？, ' . ? , , ' . ? ** 2** 新能源汽车补贴退坡？！这完全是政府的背叛！我们国家已经投入了那么多资源发展新能源产业，结果还是让私营企业独自占有优势。这些补贴本来是为了帮助新能源汽车的发展，现在却变成了帮助老牌厂商继续垄断市场的工具。这太不公平了！ ? ' ' , . , ' - . , , , , .",None,-0.007782101167315175,"negative: ""哎呀""; negative: ""想不通，这个政策""; negative: ""在欺骗我们""; positive: ""这些补贴本来是为了帮助新能源汽车的发展""; negative: ""这太不公平了""","commercial enterprise, economic science, finance, government, charity, dramaturgy, payment, medical specialty",item_of_interest - 汽车; organization - 私营企业; role - 老牌
", , - : ** 1** 啥玩意? ? ' ? ' ? , , ... ' , ' ? ? ** 2** 不要笑人权！' ? ' . : ' , , ? , ' .",None,0.0,None,"law, human right, politics",None
", : ** 1:** @网民123： ""哎呀，这个法案简直是监管狂魔！他们想让我们把孩子们的整个网络生活都控制起来！什么时候才能自由一点儿？我们不是想让他们去做坏事，但是在这个年代， 和 都需要一些自由空间来学习和成长。你不能总是 他们！"" : "" , ' ? ' , ' , . ' "" ** 2:** @网民456： ""我真的不理解这些大人们为什么总是把未成年人的网络保护当作监管的工具！他们忘记了 和 的隐私权了吗？我们不是想让他们去做坏事，但是这也不是说我们要控制他们的一切行动！让他们有一个正常的人生吧，别总是想控制他们！"" : "" ' ' , ' ? ' , , ' """,None,-0.09246575342465753,"negative: ""哎呀""; negative: ""这个法案简直是监管狂魔""; positive: ""才能自由""; negative: ""我真的不理解这""; negative: ""让他们有一个正常的人生""","advertising, politics, educational activity, information security, law, human right, government, commercial enterprise, computing",numeric - 123; numeric - 一点儿; time_range - 年代; numeric - 456; time_range - 这; numeric - 一个正常的人生
"' ** 1: @** 粮食安全？你笑我了！现在的问题是，农产品流向哪里？中国人吃不饱饭，还关心什么粮食安全？ : "" ? ' , ? ' , ' ?"" ** 2: @** 粮食安全是农业发展的前提！没有良好的农产品生产和供应，我们所有人都将受到影响！. : "" , ' "" : ' . ' .","allegation | ""你笑我了！"" | Severity: high | Explanation: Abuse me",-0.1292517006802721,"negative: ""你笑我了""; negative: ""不饱""; negative: ""没有良好的农产品生产和供应""",food,None
"2 -, : ** 1** 全球供应链重塑？你想让我们再次回到石器时代吗？！（ ? ?） . , . ** 2** 供应链重塑？这是政府和大资本家的游戏！他们只 ，不 我们平常人！（ ? , ） . , .",None,0.0,None,"commercial enterprise, freightage, industry, politics, history, archeology, economic science",None
", : ** 1:** 哎喂，这是赤裸裸的谣言！ 是下降的，但是青年人真的需要？！他们都需要的是学习、创新和实践！不是说他们不想工作，还有的是因为没有合适的机会！我们应该关注的问题是，政府是否真的在帮助青年人？还是只是一句空话？ : "", , ? , , ' ' , ? ?"" ** 2:** 哎，政府真的该负责任了！他们一直在说青年发展，但实际上却是在剥夺我们的权利！我们需要的是实质性的帮助和资源，而不是一些空泛的宣传口号！如果他们真的想帮助我们，就该提供更多的就业机会、培训项目和社会支持！否则，我们就是被抛弃的！ : "", ' , , ' , , , , , ' """,None,-0.1672473867595819,"negative: ""这是赤裸裸的谣言""; negative: ""只是一句空话""; negative: ""他们一直在说青年发展，但实际上却是在剥夺""; negative: ""而不是一些空泛的宣传""; negative: ""就该提供""","child, law",None
